,cdf,batch_num_prefill_tokens
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,0.0
4,0.04,0.0
5,0.05,0.0
6,0.06,0.0
7,0.07,0.0
8,0.08,0.0
9,0.09,0.0
10,0.1,0.0
11,0.11,0.0
12,0.12,0.0
13,0.13,0.0
14,0.14,0.0
15,0.15,0.0
16,0.16,0.0
17,0.17,0.0
18,0.18,0.0
19,0.19,0.0
20,0.2,0.0
21,0.21,0.0
22,0.22,225.2027946146621
23,0.23,225.2027946146621
24,0.24,226.10541012151884
25,0.25,226.10541012151884
26,0.26,227.0116433221731
27,0.27,227.0116433221731
28,0.28,227.0116433221731
29,0.29,227.0116433221731
30,0.3,227.92150871638486
31,0.31,227.92150871638486
32,0.32,227.92150871638486
33,0.33,227.92150871638486
34,0.34,227.92150871638486
35,0.35000000000000003,227.92150871638486
36,0.36,228.83502086202944
37,0.37,228.83502086202944
38,0.38,228.83502086202944
39,0.39,228.83502086202944
40,0.4,228.83502086202944
41,0.41000000000000003,228.83502086202944
42,0.42,230.21215872843447
43,0.43,230.21215872843447
44,0.44,230.21215872843447
45,0.45,230.21215872843447
46,0.46,230.21215872843447
47,0.47000000000000003,230.21215872843447
48,0.48,230.21215872843447
49,0.49,230.21215872843447
50,0.5,230.21215872843447
51,0.51,231.13485182685199
52,0.52,231.13485182685199
53,0.53,231.13485182685199
54,0.54,231.13485182685199
55,0.55,231.13485182685199
56,0.56,231.13485182685199
57,0.5700000000000001,231.13485182685199
58,0.58,231.13485182685199
59,0.59,232.0612430902949
60,0.6,232.0612430902949
61,0.61,232.0612430902949
62,0.62,232.0612430902949
63,0.63,232.0612430902949
64,0.64,232.0612430902949
65,0.65,232.0612430902949
66,0.66,232.0612430902949
67,0.67,232.9913473410534
68,0.68,232.9913473410534
69,0.6900000000000001,232.9913473410534
70,0.7000000000000001,232.9913473410534
71,0.71,232.9913473410534
72,0.72,232.9913473410534
73,0.73,232.9913473410534
74,0.74,232.9913473410534
75,0.75,233.92517946082506
76,0.76,233.92517946082506
77,0.77,233.92517946082506
78,0.78,233.92517946082506
79,0.79,233.92517946082506
80,0.8,233.92517946082506
81,0.81,233.92517946082506
82,0.8200000000000001,234.86275439095374
83,0.8300000000000001,234.86275439095374
84,0.84,234.86275439095374
85,0.85,234.86275439095374
86,0.86,234.86275439095374
87,0.87,235.80408713266817
88,0.88,235.80408713266817
89,0.89,235.80408713266817
90,0.9,235.80408713266817
91,0.91,237.22316510517507
92,0.92,237.22316510517507
93,0.93,238.17395840139497
94,0.9400000000000001,238.17395840139497
95,0.9500000000000001,239.1285624885707
96,0.96,240.08699264039853
97,0.97,241.0492641917914
98,0.98,242.9853931404834
99,0.99,246.90442942154698
100,1.0,255.95492335581315
