,cdf,batch_num_prefill_tokens
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,0.0
4,0.04,0.0
5,0.05,0.0
6,0.06,0.0
7,0.07,0.0
8,0.08,0.0
9,0.09,0.0
10,0.1,0.0
11,0.11,0.0
12,0.12,0.0
13,0.13,0.0
14,0.14,0.0
15,0.15,0.0
16,0.16,0.0
17,0.17,0.0
18,0.18,0.0
19,0.19,0.0
20,0.2,0.0
21,0.21,0.0
22,0.22,0.0
23,0.23,0.0
24,0.24,0.0
25,0.25,0.0
26,0.26,0.0
27,0.27,0.0
28,0.28,0.0
29,0.29,0.0
30,0.3,0.0
31,0.31,80.07798409094674
32,0.32,204.99821552289328
33,0.33,226.10541012151884
34,0.34,227.0116433221731
35,0.35000000000000003,227.0116433221731
36,0.36,227.92150871638486
37,0.37,227.92150871638486
38,0.38,227.92150871638486
39,0.39,228.83502086202944
40,0.4,228.83502086202944
41,0.41000000000000003,228.83502086202944
42,0.42,228.83502086202944
43,0.43,230.21215872843447
44,0.44,230.21215872843447
45,0.45,230.21215872843447
46,0.46,230.21215872843447
47,0.47000000000000003,231.13485182685199
48,0.48,231.13485182685199
49,0.49,231.13485182685199
50,0.5,231.13485182685199
51,0.51,231.13485182685199
52,0.52,232.0612430902949
53,0.53,232.0612430902949
54,0.54,232.0612430902949
55,0.55,232.0612430902949
56,0.56,232.0612430902949
57,0.5700000000000001,232.9913473410534
58,0.58,232.9913473410534
59,0.59,232.9913473410534
60,0.6,232.9913473410534
61,0.61,232.9913473410534
62,0.62,232.9913473410534
63,0.63,233.92517946082506
64,0.64,233.92517946082506
65,0.65,233.92517946082506
66,0.66,233.92517946082506
67,0.67,233.92517946082506
68,0.68,233.92517946082506
69,0.6900000000000001,234.86275439095374
70,0.7000000000000001,234.86275439095374
71,0.71,234.86275439095374
72,0.72,234.86275439095374
73,0.73,234.86275439095374
74,0.74,235.80408713266817
75,0.75,235.80408713266817
76,0.76,235.80408713266817
77,0.77,235.80408713266817
78,0.78,235.80408713266817
79,0.79,237.22316510517507
80,0.8,237.22316510517507
81,0.81,237.22316510517507
82,0.8200000000000001,237.22316510517507
83,0.8300000000000001,238.17395840139497
84,0.84,238.17395840139497
85,0.85,238.17395840139497
86,0.86,239.1285624885707
87,0.87,239.1285624885707
88,0.88,239.1285624885707
89,0.89,240.08699264039853
90,0.9,240.08699264039853
91,0.91,241.0492641917914
92,0.92,241.0492641917914
93,0.93,242.01539253912478
94,0.9400000000000001,242.9853931404834
95,0.9500000000000001,242.9853931404834
96,0.96,243.9592815159079
97,0.97,244.9370732476433
98,0.98,245.91878398038853
99,0.99,248.88758757374526
100,1.0,255.95492335581315
