,Request Id,request_execution_time,cdf
480,751,0.6180309287176619,0.0015290519877675841
252,398,1.2467055683178725,0.0030581039755351682
122,154,1.276479334915316,0.0045871559633027525
429,845,1.7199287757353026,0.0061162079510703364
233,357,1.75382277645092,0.00764525993883792
49,25,1.8063632617353198,0.009174311926605505
231,350,1.8950089278614979,0.010703363914373088
366,684,1.9069500512815996,0.012232415902140673
67,65,1.972734713942391,0.013761467889908258
621,1158,2.020820110908172,0.01529051987767584
304,461,2.0212822541859894,0.016819571865443424
12,8,2.028469146458674,0.01834862385321101
276,255,2.0361049686619803,0.019877675840978593
602,1078,2.054151081341409,0.021406727828746176
298,526,2.0769048045861624,0.022935779816513763
14,20,2.0991526790111275,0.024464831804281346
1,5,2.1944113042574953,0.02599388379204893
359,407,2.2506632539505214,0.027522935779816515
473,719,2.300605806621959,0.0290519877675841
165,96,2.3696186724027264,0.03058103975535168
188,261,2.387344310687033,0.03211009174311927
339,636,2.3989974239069007,0.03363914373088685
83,124,2.4194025321410457,0.035168195718654434
89,82,2.4208866425673263,0.03669724770642202
44,42,2.4879652065557836,0.0382262996941896
435,734,2.506719113898757,0.039755351681957186
325,319,2.5073074218105864,0.04128440366972477
481,759,2.584968507370649,0.04281345565749235
425,829,2.5893426489551854,0.04434250764525994
295,510,2.621658916247088,0.045871559633027525
368,692,2.6283825697463925,0.047400611620795105
82,58,2.752439887217533,0.04892966360856269
527,919,2.7584484616294374,0.05045871559633028
271,468,2.7637602619316435,0.05198776758409786
218,326,2.797602373013789,0.053516819571865444
617,1279,2.8477194727239494,0.05504587155963303
139,95,2.8498986065554486,0.05657492354740061
423,821,2.8712414549679504,0.0581039755351682
124,146,2.9302376826927565,0.05963302752293578
307,548,2.9484568974758525,0.06116207951070336
375,708,2.9492599219835594,0.06269113149847094
244,356,2.9589525888503183,0.06422018348623854
93,142,2.96097519846124,0.06574923547400612
0,3,2.993751834068778,0.0672782874617737
574,1127,3.0083011761366167,0.06880733944954129
225,334,3.0249062445384807,0.07033639143730887
398,622,3.0265842694167975,0.07186544342507645
198,302,3.0629033992608616,0.07339449541284404
222,325,3.0699998970793545,0.07492354740061162
261,430,3.074274866949486,0.0764525993883792
77,116,3.118506779172471,0.0779816513761468
620,1150,3.1212018113739024,0.07951070336391437
401,749,3.168413157572983,0.08103975535168195
334,343,3.1868464786375195,0.08256880733944955
379,455,3.1869831922604117,0.08409785932721713
371,637,3.18994785503737,0.0856269113149847
607,1239,3.2012055100672314,0.0871559633027523
428,535,3.222379638624715,0.08868501529051988
249,380,3.2447046856185704,0.09021406727828746
478,973,3.2843709811213837,0.09174311926605505
353,581,3.2913189391938005,0.09327217125382263
100,117,3.304694846413469,0.09480122324159021
300,453,3.346524246040389,0.0963302752293578
264,428,3.3511104734083923,0.09785932721712538
223,300,3.3717411199825533,0.09938837920489296
72,108,3.384811658849377,0.10091743119266056
55,61,3.4258718603660445,0.10244648318042814
629,1319,3.4622907180871882,0.10397553516819572
74,110,3.4689708208947825,0.10550458715596331
650,1391,3.471116905030652,0.10703363914373089
132,177,3.4797036743810117,0.10856269113149847
27,32,3.516107754807172,0.11009174311926606
488,1013,3.5314678115864933,0.11162079510703364
84,126,3.5568670141420826,0.11314984709480122
282,405,3.6062994569352846,0.11467889908256881
167,238,3.642677251344608,0.1162079510703364
207,268,3.6603588180721003,0.11773700305810397
436,742,3.69262437803137,0.11926605504587157
530,943,3.754027709880585,0.12079510703363915
155,222,3.7561106151039105,0.12232415902140673
161,213,3.7615518555619003,0.12385321100917432
87,74,3.786135528782011,0.12538226299694188
613,1126,3.8258776839450386,0.12691131498470948
200,252,3.8356096882663695,0.12844036697247707
247,374,3.842927945550471,0.12996941896024464
494,791,3.84957760830611,0.13149847094801223
80,118,3.869148217366976,0.13302752293577982
343,574,3.870672905539499,0.1345565749235474
180,262,3.8869613397469873,0.13608562691131498
56,53,3.887996542400286,0.13761467889908258
644,1238,3.891717582817423,0.13914373088685014
465,957,3.946916133689793,0.14067278287461774
37,52,3.950822285359002,0.14220183486238533
50,33,3.9631054482607393,0.1437308868501529
419,694,3.963632587515132,0.1452599388379205
315,501,3.9664282909691804,0.14678899082568808
503,814,3.982074423812227,0.14831804281345565
408,662,3.991021856919115,0.14984709480122324
506,1077,4.001502452978426,0.15137614678899083
357,597,4.005694629020199,0.1529051987767584
616,1271,4.013235099635922,0.154434250764526
94,101,4.0408414205378085,0.1559633027522936
589,1014,4.040899073823874,0.15749235474006115
20,30,4.064177211598546,0.15902140672782875
516,1117,4.088391119113254,0.16055045871559634
285,413,4.1012788005767264,0.1620795107033639
217,284,4.124093468231815,0.1636085626911315
215,309,4.127142698699322,0.1651376146788991
427,837,4.1329717724146136,0.16666666666666666
630,1190,4.174816926642714,0.16819571865443425
575,1135,4.187984002384873,0.16972477064220184
32,46,4.213490307522241,0.1712538226299694
36,51,4.213918038027066,0.172782874617737
338,351,4.225964567051784,0.1743119266055046
255,406,4.2451755837285585,0.17584097859327216
410,670,4.271206089728055,0.17737003058103976
378,669,4.289676689625066,0.17889908256880735
395,495,4.304504498053539,0.18042813455657492
5,13,4.309794442296648,0.1819571865443425
270,462,4.313672528520294,0.1834862385321101
505,815,4.3149669072562435,0.18501529051987767
646,1375,4.339745728939731,0.18654434250764526
643,1367,4.380779402296644,0.18807339449541285
439,567,4.3984088739054314,0.18960244648318042
41,34,4.415583980079273,0.191131498470948
185,270,4.440023173811634,0.1926605504587156
272,460,4.457114068411571,0.19418960244648317
112,158,4.46013790143137,0.19571865443425077
525,903,4.52199858267577,0.19724770642201836
572,1119,4.598343838892266,0.19877675840978593
45,62,4.6166720267048,0.20030581039755352
299,524,4.628509619781278,0.2018348623853211
535,870,4.639762640029231,0.20336391437308868
211,301,4.6551764186481535,0.20489296636085627
68,94,4.660855659384716,0.20642201834862386
234,358,4.687002035699353,0.20795107033639143
470,695,4.6958371841773925,0.20948012232415902
