,cdf,batch_num_decode_tokens
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,0.0
4,0.04,0.0
5,0.05,0.0
6,0.06,0.0
7,0.07,0.0
8,0.08,0.0
9,0.09,0.9989999999999999
10,0.1,0.9989999999999999
11,0.11,0.9989999999999999
12,0.12,0.9989999999999999
13,0.13,0.9989999999999999
14,0.14,0.9989999999999999
15,0.15,0.9989999999999999
16,0.16,0.9989999999999999
17,0.17,1.9997051226201907
18,0.18,1.9997051226201907
19,0.19,1.9997051226201907
20,0.2,3.001162958349363
21,0.21,3.001162958349363
22,0.22,4.002823400834266
23,0.23,4.002823400834266
24,0.24,4.997811098765265
25,0.25,5.995445496133053
26,0.26,6.993632892422741
27,0.27,10.004152608697645
28,0.28,12.001124195202623
29,0.29,13.999202723426244
30,0.3,16.996381089962515
31,0.31,19.985369849237582
32,0.32,22.988648370853415
33,0.33,25.003118897839112
34,0.34,28.022299698332315
35,0.35000000000000003,28.991440241586453
36,0.36,29.99409814075676
37,0.37,30.969431716511867
38,0.38,30.969431716511867
39,0.39,31.976480717732706
40,0.4,31.976480717732706
41,0.41000000000000003,31.976480717732706
42,0.42,31.976480717732706
43,0.43,31.976480717732706
44,0.44,31.976480717732706
45,0.45,31.976480717732706
46,0.46,31.976480717732706
47,0.47000000000000003,31.976480717732706
48,0.48,31.976480717732706
49,0.49,31.976480717732706
50,0.5,31.976480717732706
51,0.51,31.976480717732706
52,0.52,31.976480717732706
53,0.53,31.976480717732706
54,0.54,31.976480717732706
55,0.55,31.976480717732706
56,0.56,31.976480717732706
57,0.5700000000000001,31.976480717732706
58,0.58,31.976480717732706
59,0.59,31.976480717732706
60,0.6,31.976480717732706
61,0.61,31.976480717732706
62,0.62,31.976480717732706
63,0.63,31.976480717732706
64,0.64,31.976480717732706
65,0.65,31.976480717732706
66,0.66,31.976480717732706
67,0.67,31.976480717732706
68,0.68,31.976480717732706
69,0.6900000000000001,31.976480717732706
70,0.7000000000000001,31.976480717732706
71,0.71,31.976480717732706
72,0.72,31.976480717732706
73,0.73,31.976480717732706
74,0.74,31.976480717732706
75,0.75,31.976480717732706
76,0.76,31.976480717732706
77,0.77,31.976480717732706
78,0.78,31.976480717732706
79,0.79,31.976480717732706
80,0.8,31.976480717732706
81,0.81,31.976480717732706
82,0.8200000000000001,31.976480717732706
83,0.8300000000000001,31.976480717732706
84,0.84,31.976480717732706
85,0.85,31.976480717732706
86,0.86,31.976480717732706
87,0.87,31.976480717732706
88,0.88,31.976480717732706
89,0.89,31.976480717732706
90,0.9,31.976480717732706
91,0.91,31.976480717732706
92,0.92,31.976480717732706
93,0.93,31.976480717732706
94,0.9400000000000001,31.976480717732706
95,0.9500000000000001,31.976480717732706
96,0.96,31.976480717732706
97,0.97,31.976480717732706
98,0.98,31.976480717732706
99,0.99,31.976480717732706
100,1.0,31.976480717732706
